Model number,Type,Status,EAN,Description,Description 2,Aesthetic,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Dimensions,Finish,Installation,device Display,Hob,Capacity hob,Barbecue,Gas input,Safety hob,Supplied accessories hob,Main oven (left),Capacity main oven,Total functions main oven,Cooking levels main oven,Thermostat main oven,Programmability main oven,Cleaning main oven,Lighting main oven,Safety main oven,Supplied accessories main oven,Aux oven right,Capacity aux oven,Total functions aux oven,Cooking levels aux oven,Thermostat aux oven,Programmability aux oven,Cleaning aux oven,Lighting aux oven,Safety aux oven,Supplied accessories aux oven,Optional accessories,Power,Warranty,Notes,Function list main oven,function list aux oven
CSA150X-8,FreestandingCooker150,Active,8017709118495,150cm Classic Opera Thermoseal Cooker,"Electric oven, gas hob",Classic,Thermoseal technology,Fully programmable 90cm and 60cm ovens,Catalytic liners,Ever Clean Enamel,18.6 mj/hr dual control wok burner,1500mmW x 600mmD x 915mm H max (excluding optional 56mm splashback),fingerprint-proof stainless steel,freestanding,2 x Digital/Analog,,"Right (wok) 18.6 mj/hr, Front left (wok) 15 mj/hr, Rear left 7.5 mj/hr, Front left centre 3.9 mj/hr, Rear left centre 12 mj/hr, Barbecue element 700-1300W, Front right centre 3.9 mj/hr, Rear right centre (fish burner) 7.8 mj/hr",700-1300W,"Set for natural gas, regulator supplied, adapt for ULPG, no regulator required",Flame failure device fitted to each burner,Cast-iron trivetts,,90L,9,4,50-250°C,Fully programmable,Catalytic ,2 x 25W incandescent,Thermal protection,"2 x Chrome wire shelf, 1 x Chrome grill insert, 1 x Baking tray, 1 x Rotisserie kit",,68L,9,4,50-300°C,Fully programmable,Catalytic ,1 x 40W halogen,Thermal protection,"1 x Chrome wire shelf, 1 x Chrome grill insert, 1 x Baking tray, 1 x Pizza stone",,"220-240V, 50/60Hz, 7700W, 32.08A Connection",Two years parts and labour,,"Fan Forced,Super Fan Forced,Bakers Function,Fan Assisted,Convection,Fan Grill,Grill,Rotisserie (Full),Defrost","Fan Forced,Super Fan Forced,Bakers Function,Fan Assisted,Convection,Fan Grill,Grill,Pizza,Defrost"
